as_of_date,instrument_id,settle_date,mark_type,value,source,snapped_at
2026-07-15,NZDUSD,2026-07-15,SPOT,0.585,BBG_BFXFORWARD,2026-07-15T17:00:00-04:00
2026-07-15,USDCAD,2026-07-15,SPOT,1.4042,BBG_BFXFORWARD,2026-07-15T17:00:00-04:00
2026-07-15,USDCHF,2026-07-15,SPOT,0.8053,BBG_BFXFORWARD,2026-07-15T17:00:00-04:00
2026-07-15,USDHKD,2026-07-15,SPOT,7.839,BBG_BFXFORWARD,2026-07-15T17:00:00-04:00
2026-07-15,USDJPY,2026-07-15,SPOT,162.19,BBG_BFXFORWARD,2026-07-15T17:00:00-04:00
2026-07-15,USDNOK,2026-07-15,SPOT,9.655,BBG_BFXFORWARD,2026-07-15T17:00:00-04:00
2026-07-15,USDSEK,2026-07-15,SPOT,9.5891,BBG_BFXFORWARD,2026-07-15T17:00:00-04:00
2026-07-16,AUDUSD,2026-07-16,SPOT,0.6996,BBG_BFXFORWARD,2026-07-16T17:00:00-04:00
2026-07-16,GBPUSD,2026-07-16,SPOT,1.3478,BBG_BFXFORWARD,2026-07-16T17:00:00-04:00
2026-07-16,NZDUSD,2026-07-16,SPOT,0.5843,BBG_BFXFORWARD,2026-07-16T17:00:00-04:00
2026-07-16,USDCAD,2026-07-16,SPOT,1.4043,BBG_BFXFORWARD,2026-07-16T17:00:00-04:00
2026-07-16,USDCHF,2026-07-16,SPOT,0.8089,BBG_BFXFORWARD,2026-07-16T17:00:00-04:00
2026-07-16,USDHKD,2026-07-16,SPOT,7.84,BBG_BFXFORWARD,2026-07-16T17:00:00-04:00
2026-07-16,USDJPY,2026-07-16,SPOT,162.39,BBG_BFXFORWARD,2026-07-16T17:00:00-04:00
2026-07-16,USDNOK,2026-07-16,SPOT,9.6752,BBG_BFXFORWARD,2026-07-16T17:00:00-04:00
2026-07-16,USDSEK,2026-07-16,SPOT,9.6444,BBG_BFXFORWARD,2026-07-16T17:00:00-04:00
2026-07-17,AUDUSD,2026-07-17,SPOT,0.6984,BBG_BFXFORWARD,2026-07-17T17:00:00-04:00
2026-07-17,GBPUSD,2026-07-17,SPOT,1.3452,BBG_BFXFORWARD,2026-07-17T17:00:00-04:00
2026-07-17,NZDUSD,2026-07-17,SPOT,0.5843,BBG_BFXFORWARD,2026-07-17T17:00:00-04:00
2026-07-17,USDCAD,2026-07-17,SPOT,1.4022,BBG_BFXFORWARD,2026-07-17T17:00:00-04:00
2026-07-17,USDCHF,2026-07-17,SPOT,0.8073,BBG_BFXFORWARD,2026-07-17T17:00:00-04:00
2026-07-17,USDHKD,2026-07-17,SPOT,7.8401,BBG_BFXFORWARD,2026-07-17T17:00:00-04:00
2026-07-17,USDJPY,2026-07-17,SPOT,162.4,BBG_BFXFORWARD,2026-07-17T17:00:00-04:00
2026-07-17,USDNOK,2026-07-17,SPOT,9.6485,BBG_BFXFORWARD,2026-07-17T17:00:00-04:00
2026-07-17,USDSEK,2026-07-17,SPOT,9.6398,BBG_BFXFORWARD,2026-07-17T17:00:00-04:00
2026-07-20,AUDUSD,2026-07-20,SPOT,0.6998,BBG_BFXFORWARD,2026-07-20T17:00:00-04:00
2026-07-20,GBPUSD,2026-07-20,SPOT,1.3431,BBG_BFXFORWARD,2026-07-20T17:00:00-04:00
2026-07-20,NZDUSD,2026-07-20,SPOT,0.5838,BBG_BFXFORWARD,2026-07-20T17:00:00-04:00
2026-07-20,USDCAD,2026-07-20,SPOT,1.407,BBG_BFXFORWARD,2026-07-20T17:00:00-04:00
2026-07-20,USDCHF,2026-07-20,SPOT,0.8101,BBG_BFXFORWARD,2026-07-20T17:00:00-04:00
2026-07-20,USDHKD,2026-07-20,SPOT,7.8407,BBG_BFXFORWARD,2026-07-20T17:00:00-04:00
2026-07-20,USDJPY,2026-07-20,SPOT,162.5,BBG_BFXFORWARD,2026-07-20T17:00:00-04:00
2026-07-20,USDNOK,2026-07-20,SPOT,9.6768,BBG_BFXFORWARD,2026-07-20T17:00:00-04:00
2026-07-20,USDSEK,2026-07-20,SPOT,9.6808,BBG_BFXFORWARD,2026-07-20T17:00:00-04:00
2026-07-21,AUDUSD,2026-07-21,SPOT,0.6999,BBG_BFXFORWARD,2026-07-21T17:00:00-04:00
2026-07-21,GBPUSD,2026-07-21,SPOT,1.3376,BBG_BFXFORWARD,2026-07-21T17:00:00-04:00
2026-07-21,NZDUSD,2026-07-21,SPOT,0.5826,BBG_BFXFORWARD,2026-07-21T17:00:00-04:00
2026-07-21,USDCAD,2026-07-21,SPOT,1.4108,BBG_BFXFORWARD,2026-07-21T17:00:00-04:00
2026-07-21,USDCHF,2026-07-21,SPOT,0.8127,BBG_BFXFORWARD,2026-07-21T17:00:00-04:00
2026-07-21,USDHKD,2026-07-21,SPOT,7.8419,BBG_BFXFORWARD,2026-07-21T17:00:00-04:00
2026-07-21,USDJPY,2026-07-21,SPOT,163.17,BBG_BFXFORWARD,2026-07-21T17:00:00-04:00
2026-07-21,USDNOK,2026-07-21,SPOT,9.6413,BBG_BFXFORWARD,2026-07-21T17:00:00-04:00
2026-07-21,USDSEK,2026-07-21,SPOT,9.7081,BBG_BFXFORWARD,2026-07-21T17:00:00-04:00
2026-07-22,AUDUSD,2026-07-22,SPOT,0.6997,BBG_BFXFORWARD,2026-07-22T17:00:00-04:00
2026-07-22,ESU6 Index,2026-09-18,FUTURE_PX,7540.25,BBG_BDH,2026-07-22T17:00:00-04:00
2026-07-22,EURSEK,2026-07-22,SPOT,11.0648,BBG_BFXFORWARD,2026-07-22T17:00:00-04:00
2026-07-22,EURUSD,2026-07-22,SPOT,1.1412,BBG_BFXFORWARD,2026-07-22T17:00:00-04:00
2026-07-22,EURUSD,2026-07-24,FWD_OUTRIGHT,1.1412,BBG_INTERP,2026-07-22T17:00:00-04:00
2026-07-22,GBPUSD,2026-07-22,SPOT,1.3375,BBG_BFXFORWARD,2026-07-22T17:00:00-04:00
2026-07-22,USDBRL,2026-07-22,SPOT,5.0541,BBG_BFXFORWARD,2026-07-22T17:00:00-04:00
2026-07-22,USDCAD,2026-07-22,SPOT,1.4087,BBG_BFXFORWARD,2026-07-22T17:00:00-04:00
2026-07-22,USDCHF,2026-07-22,SPOT,0.8144,BBG_BFXFORWARD,2026-07-22T17:00:00-04:00
2026-07-22,USDCHF,2026-09-16,FWD_OUTRIGHT,0.8095674516129032,BBG_INTERP,2026-07-22T17:00:00-04:00
2026-07-22,USDHKD,2026-07-22,SPOT,7.8409,BBG_BFXFORWARD,2026-07-22T17:00:00-04:00
2026-07-22,USDIDR,2026-07-22,SPOT,17880.0,BBG_BFXFORWARD,2026-07-22T17:00:00-04:00
2026-07-22,USDJPY,2026-07-22,SPOT,163.15,BBG_BFXFORWARD,2026-07-22T17:00:00-04:00
2026-07-22,USDJPY,2026-09-16,FWD_OUTRIGHT,162.43449677419355,BBG_INTERP,2026-07-22T17:00:00-04:00
2026-07-22,USDKRW,2026-07-22,SPOT,1478.35,BBG_BFXFORWARD,2026-07-22T17:00:00-04:00
2026-07-22,USDMXN,2026-07-22,SPOT,17.3974,BBG_BFXFORWARD,2026-07-22T17:00:00-04:00
2026-07-22,USDNOK,2026-07-22,SPOT,9.5935,BBG_BFXFORWARD,2026-07-22T17:00:00-04:00
2026-07-22,USDSEK,2026-07-22,SPOT,9.6962,BBG_BFXFORWARD,2026-07-22T17:00:00-04:00
2026-07-22,USDSGD,2026-07-22,SPOT,1.2912,BBG_BFXFORWARD,2026-07-22T17:00:00-04:00
2026-07-22,USDTRY,2026-07-22,SPOT,47.2119,BBG_BFXFORWARD,2026-07-22T17:00:00-04:00
2026-07-22,USDTWD,2026-07-22,SPOT,32.427,BBG_BFXFORWARD,2026-07-22T17:00:00-04:00
2026-07-22,USDZAR,2026-07-22,SPOT,16.3964,BBG_BFXFORWARD,2026-07-22T17:00:00-04:00
2026-07-22,XAUUSD,2026-07-22,SPOT,4130.25,BBG_BFXFORWARD,2026-07-22T17:00:00-04:00
2026-07-23,AUDUSD,2026-07-23,SPOT,0.6969,BBG_BFXFORWARD,2026-07-23T17:00:00-04:00
2026-07-23,AUDUSD,2026-09-16,FWD_OUTRIGHT,0.696302125,BBG_INTERP,2026-07-23T17:00:00-04:00
2026-07-23,ESU6 Index,2026-09-18,FUTURE_PX,7445.0,BBG_BDH,2026-07-23T17:00:00-04:00
2026-07-23,EURSEK,2026-07-23,SPOT,11.098,BBG_BFXFORWARD,2026-07-23T17:00:00-04:00
2026-07-23,EURUSD,2026-07-23,SPOT,1.1377,BBG_BFXFORWARD,2026-07-23T17:00:00-04:00
2026-07-23,EURUSD,2026-07-24,FWD_OUTRIGHT,1.1377,BBG_INTERP,2026-07-23T17:00:00-04:00
2026-07-23,GBPUSD,2026-07-23,SPOT,1.3315,BBG_BFXFORWARD,2026-07-23T17:00:00-04:00
2026-07-23,USDBRL,2026-07-23,SPOT,5.0842,BBG_BFXFORWARD,2026-07-23T17:00:00-04:00
2026-07-23,USDCAD,2026-07-23,SPOT,1.4085,BBG_BFXFORWARD,2026-07-23T17:00:00-04:00
2026-07-23,USDCHF,2026-07-23,SPOT,0.8169,BBG_BFXFORWARD,2026-07-23T17:00:00-04:00
2026-07-23,USDCHF,2026-09-16,FWD_OUTRIGHT,0.8123013749999999,BBG_INTERP,2026-07-23T17:00:00-04:00
2026-07-23,USDHKD,2026-07-23,SPOT,7.841,BBG_BFXFORWARD,2026-07-23T17:00:00-04:00
2026-07-23,USDIDR,2026-07-23,SPOT,17915.0,BBG_BFXFORWARD,2026-07-23T17:00:00-04:00
2026-07-23,USDJPY,2026-07-23,SPOT,163.86,BBG_BFXFORWARD,2026-07-23T17:00:00-04:00
2026-07-23,USDJPY,2026-09-16,FWD_OUTRIGHT,163.1773125,BBG_INTERP,2026-07-23T17:00:00-04:00
2026-07-23,USDKRW,2026-07-23,SPOT,1472.65,BBG_BFXFORWARD,2026-07-23T17:00:00-04:00
2026-07-23,USDMXN,2026-07-23,SPOT,17.521,BBG_BFXFORWARD,2026-07-23T17:00:00-04:00
2026-07-23,USDNOK,2026-07-23,SPOT,9.6149,BBG_BFXFORWARD,2026-07-23T17:00:00-04:00
2026-07-23,USDSEK,2026-07-23,SPOT,9.7553,BBG_BFXFORWARD,2026-07-23T17:00:00-04:00
2026-07-23,USDSGD,2026-07-23,SPOT,1.2921,BBG_BFXFORWARD,2026-07-23T17:00:00-04:00
2026-07-23,USDTRY,2026-07-23,SPOT,47.2656,BBG_BFXFORWARD,2026-07-23T17:00:00-04:00
2026-07-23,USDTWD,2026-07-23,SPOT,32.279,BBG_BFXFORWARD,2026-07-23T17:00:00-04:00
2026-07-23,USDZAR,2026-07-23,SPOT,16.8227,BBG_BFXFORWARD,2026-07-23T17:00:00-04:00
2026-07-23,USDZAR,2026-09-16,FWD_OUTRIGHT,16.891987500000003,BBG_INTERP,2026-07-23T17:00:00-04:00
2026-07-23,XAUUSD,2026-07-23,SPOT,4049.48,BBG_BFXFORWARD,2026-07-23T17:00:00-04:00
2026-07-24,AUDUSD,2026-07-24,SPOT,0.6979,BBG_BFXFORWARD,2026-07-24T17:00:00-04:00
2026-07-24,AUDUSD,2026-09-16,FWD_OUTRIGHT,0.6973242258064516,BBG_INTERP,2026-07-24T17:00:00-04:00
2026-07-24,ESU6 Index,2026-09-18,FUTURE_PX,7447.5,BBG_BDH,2026-07-24T17:00:00-04:00
2026-07-24,EURSEK,2026-07-24,SPOT,11.0501,BBG_BFXFORWARD,2026-07-24T17:00:00-04:00
2026-07-24,EURUSD,2026-07-24,FWD_OUTRIGHT,1.137,BBG_BFXFORWARD,2026-07-24T17:00:00-04:00
2026-07-24,EURUSD,2026-07-24,SPOT,1.137,BBG_BFXFORWARD,2026-07-24T17:00:00-04:00
2026-07-24,GBPUSD,2026-07-24,SPOT,1.3325,BBG_BFXFORWARD,2026-07-24T17:00:00-04:00
2026-07-24,GBPUSD,2026-09-16,FWD_OUTRIGHT,1.3325767741935484,BBG_INTERP,2026-07-24T17:00:00-04:00
2026-07-24,USDBRL,2026-07-24,SPOT,5.0831,BBG_BFXFORWARD,2026-07-24T17:00:00-04:00
2026-07-24,USDCAD,2026-07-24,SPOT,1.4096,BBG_BFXFORWARD,2026-07-24T17:00:00-04:00
2026-07-24,USDCHF,2026-07-24,SPOT,0.8182,BBG_BFXFORWARD,2026-07-24T17:00:00-04:00
2026-07-24,USDCHF,2026-09-16,FWD_OUTRIGHT,0.8136718387096774,BBG_INTERP,2026-07-24T17:00:00-04:00
2026-07-24,USDHKD,2026-07-24,SPOT,7.8426,BBG_BFXFORWARD,2026-07-24T17:00:00-04:00
2026-07-24,USDIDR,2026-07-24,SPOT,17943.0,BBG_BFXFORWARD,2026-07-24T17:00:00-04:00
2026-07-24,USDJPY,2026-07-24,SPOT,163.83,BBG_BFXFORWARD,2026-07-24T17:00:00-04:00
2026-07-24,USDJPY,2026-09-16,FWD_OUTRIGHT,163.1590548387097,BBG_INTERP,2026-07-24T17:00:00-04:00
2026-07-24,USDKRW,2026-07-24,SPOT,1459.0,BBG_BFXFORWARD,2026-07-24T17:00:00-04:00
2026-07-24,USDMXN,2026-07-24,SPOT,17.4814,BBG_BFXFORWARD,2026-07-24T17:00:00-04:00
2026-07-24,USDNOK,2026-07-24,SPOT,9.5777,BBG_BFXFORWARD,2026-07-24T17:00:00-04:00
2026-07-24,USDNOK,2026-09-16,FWD_OUTRIGHT,9.583501516129033,BBG_INTERP,2026-07-24T17:00:00-04:00
2026-07-24,USDSEK,2026-07-24,SPOT,9.7233,BBG_BFXFORWARD,2026-07-24T17:00:00-04:00
2026-07-24,USDSEK,2026-09-16,FWD_OUTRIGHT,9.696152516129033,BBG_INTERP,2026-07-24T17:00:00-04:00
2026-07-24,USDSGD,2026-07-24,SPOT,1.2906,BBG_BFXFORWARD,2026-07-24T17:00:00-04:00
2026-07-24,USDSGD,2026-09-16,FWD_OUTRIGHT,1.2861852258064517,BBG_INTERP,2026-07-24T17:00:00-04:00
2026-07-24,USDTRY,2026-07-24,SPOT,47.3391,BBG_BFXFORWARD,2026-07-24T17:00:00-04:00
2026-07-24,USDTWD,2026-07-24,SPOT,32.376,BBG_BFXFORWARD,2026-07-24T17:00:00-04:00
2026-07-24,USDZAR,2026-07-24,SPOT,16.8373,BBG_BFXFORWARD,2026-07-24T17:00:00-04:00
2026-07-24,USDZAR,2026-09-16,FWD_OUTRIGHT,16.90354516129032,BBG_INTERP,2026-07-24T17:00:00-04:00
2026-07-24,XAUUSD,2026-07-24,SPOT,4052.79,BBG_BFXFORWARD,2026-07-24T17:00:00-04:00
2026-07-27,AUDUSD,2026-07-27,SPOT,0.6992,BBG_BFXFORWARD,2026-07-27T17:00:00-04:00
2026-07-27,AUDUSD,2026-09-16,FWD_OUTRIGHT,0.6986407241379311,BBG_INTERP,2026-07-27T17:00:00-04:00
2026-07-27,ESU6 Index,2026-09-18,FUTURE_PX,7448.25,BBG_BDH,2026-07-27T17:00:00-04:00
2026-07-27,EURSEK,2026-07-27,SPOT,11.0581,BBG_BFXFORWARD,2026-07-27T17:00:00-04:00
2026-07-27,EURUSD,2026-07-27,SPOT,1.1369,BBG_BFXFORWARD,2026-07-27T17:00:00-04:00
2026-07-27,GBPUSD,2026-07-27,SPOT,1.3289,BBG_BFXFORWARD,2026-07-27T17:00:00-04:00
2026-07-27,GBPUSD,2026-09-16,FWD_OUTRIGHT,1.328990827586207,BBG_INTERP,2026-07-27T17:00:00-04:00
2026-07-27,USDBRL,2026-07-27,SPOT,5.1169,BBG_BFXFORWARD,2026-07-27T17:00:00-04:00
2026-07-27,USDCAD,2026-07-27,SPOT,1.4125,BBG_BFXFORWARD,2026-07-27T17:00:00-04:00
2026-07-27,USDCHF,2026-07-27,SPOT,0.8189,BBG_BFXFORWARD,2026-07-27T17:00:00-04:00
2026-07-27,USDCHF,2026-09-16,FWD_OUTRIGHT,0.8144514827586207,BBG_INTERP,2026-07-27T17:00:00-04:00
2026-07-27,USDHKD,2026-07-27,SPOT,7.8423,BBG_BFXFORWARD,2026-07-27T17:00:00-04:00
2026-07-27,USDIDR,2026-07-27,SPOT,18005.0,BBG_BFXFORWARD,2026-07-27T17:00:00-04:00
2026-07-27,USDJPY,2026-07-27,SPOT,163.75,BBG_BFXFORWARD,2026-07-27T17:00:00-04:00
2026-07-27,USDJPY,2026-09-16,FWD_OUTRIGHT,163.09427931034483,BBG_INTERP,2026-07-27T17:00:00-04:00
2026-07-27,USDKRW,2026-07-27,SPOT,1467.55,BBG_BFXFORWARD,2026-07-27T17:00:00-04:00
2026-07-27,USDMXN,2026-07-27,SPOT,17.452,BBG_BFXFORWARD,2026-07-27T17:00:00-04:00
2026-07-27,USDNOK,2026-07-27,SPOT,9.6671,BBG_BFXFORWARD,2026-07-27T17:00:00-04:00
2026-07-27,USDNOK,2026-09-16,FWD_OUTRIGHT,9.672909413793104,BBG_INTERP,2026-07-27T17:00:00-04:00
2026-07-27,USDSEK,2026-07-27,SPOT,9.7252,BBG_BFXFORWARD,2026-07-27T17:00:00-04:00
2026-07-27,USDSEK,2026-09-16,FWD_OUTRIGHT,9.698706448275862,BBG_INTERP,2026-07-27T17:00:00-04:00
2026-07-27,USDSGD,2026-07-27,SPOT,1.291,BBG_BFXFORWARD,2026-07-27T17:00:00-04:00
2026-07-27,USDSGD,2026-09-16,FWD_OUTRIGHT,1.2866537241379308,BBG_INTERP,2026-07-27T17:00:00-04:00
2026-07-27,USDTRY,2026-07-27,SPOT,47.3438,BBG_BFXFORWARD,2026-07-27T17:00:00-04:00
2026-07-27,USDTWD,2026-07-27,SPOT,32.293,BBG_BFXFORWARD,2026-07-27T17:00:00-04:00
2026-07-27,USDZAR,2026-07-27,SPOT,16.7633,BBG_BFXFORWARD,2026-07-27T17:00:00-04:00
2026-07-27,USDZAR,2026-09-16,FWD_OUTRIGHT,16.827510344827587,BBG_INTERP,2026-07-27T17:00:00-04:00
2026-07-27,XAUUSD,2026-07-27,SPOT,4076.26,BBG_BFXFORWARD,2026-07-27T17:00:00-04:00
2026-07-28,AUDUSD,2026-07-28,SPOT,0.6975,BBG_BFXFORWARD,2026-07-28T17:00:00-04:00
2026-07-28,AUDUSD,2026-09-16,FWD_OUTRIGHT,0.6969548666666667,BBG_INTERP,2026-07-28T17:00:00-04:00
2026-07-28,ESU6 Index,2026-09-18,FUTURE_PX,7465.25,BBG_BDH,2026-07-28T17:00:00-04:00
2026-07-28,EURSEK,2026-07-28,SPOT,11.0352,BBG_BFXFORWARD,2026-07-28T17:00:00-04:00
2026-07-28,EURUSD,2026-07-28,SPOT,1.1387,BBG_BFXFORWARD,2026-07-28T17:00:00-04:00
2026-07-28,GBPUSD,2026-07-28,SPOT,1.3289,BBG_BFXFORWARD,2026-07-28T17:00:00-04:00
2026-07-28,GBPUSD,2026-09-16,FWD_OUTRIGHT,1.3289712666666667,BBG_INTERP,2026-07-28T17:00:00-04:00
2026-07-28,USDBRL,2026-07-28,SPOT,5.121,BBG_BFXFORWARD,2026-07-28T17:00:00-04:00
2026-07-28,USDCAD,2026-07-28,SPOT,1.4107,BBG_BFXFORWARD,2026-07-28T17:00:00-04:00
2026-07-28,USDCHF,2026-07-28,SPOT,0.8191,BBG_BFXFORWARD,2026-07-28T17:00:00-04:00
2026-07-28,USDCHF,2026-09-16,FWD_OUTRIGHT,0.8147586666666667,BBG_INTERP,2026-07-28T17:00:00-04:00
2026-07-28,USDHKD,2026-07-28,SPOT,7.8408,BBG_BFXFORWARD,2026-07-28T17:00:00-04:00
2026-07-28,USDIDR,2026-07-28,SPOT,18067.0,BBG_BFXFORWARD,2026-07-28T17:00:00-04:00
2026-07-28,USDJPY,2026-07-28,SPOT,163.85,BBG_BFXFORWARD,2026-07-28T17:00:00-04:00
2026-07-28,USDJPY,2026-09-16,FWD_OUTRIGHT,163.20916666666668,BBG_INTERP,2026-07-28T17:00:00-04:00
2026-07-28,USDKRW,2026-07-28,SPOT,1453.2,BBG_BFXFORWARD,2026-07-28T17:00:00-04:00
2026-07-28,USDMXN,2026-07-28,SPOT,17.4309,BBG_BFXFORWARD,2026-07-28T17:00:00-04:00
2026-07-28,USDNOK,2026-07-28,SPOT,9.6892,BBG_BFXFORWARD,2026-07-28T17:00:00-04:00
2026-07-28,USDNOK,2026-09-16,FWD_OUTRIGHT,9.695150933333332,BBG_INTERP,2026-07-28T17:00:00-04:00
2026-07-28,USDSEK,2026-07-28,SPOT,9.6899,BBG_BFXFORWARD,2026-07-28T17:00:00-04:00
2026-07-28,USDSEK,2026-09-16,FWD_OUTRIGHT,9.6640886,BBG_INTERP,2026-07-28T17:00:00-04:00
2026-07-28,USDSGD,2026-07-28,SPOT,1.2919,BBG_BFXFORWARD,2026-07-28T17:00:00-04:00
2026-07-28,USDSGD,2026-09-16,FWD_OUTRIGHT,1.287667,BBG_INTERP,2026-07-28T17:00:00-04:00
2026-07-28,USDTRY,2026-07-28,SPOT,47.3928,BBG_BFXFORWARD,2026-07-28T17:00:00-04:00
2026-07-28,USDTWD,2026-07-28,SPOT,32.401,BBG_BFXFORWARD,2026-07-28T17:00:00-04:00
2026-07-28,USDZAR,2026-07-28,SPOT,16.697,BBG_BFXFORWARD,2026-07-28T17:00:00-04:00
2026-07-28,USDZAR,2026-09-16,FWD_OUTRIGHT,16.758986666666665,BBG_INTERP,2026-07-28T17:00:00-04:00
2026-07-28,XAUUSD,2026-07-28,SPOT,4029.61,BBG_BFXFORWARD,2026-07-28T17:00:00-04:00
2026-07-29,AUDUSD,2026-07-29,SPOT,0.6956,BBG_BFXFORWARD,2026-07-29T17:00:00-04:00
2026-07-29,AUDUSD,2026-09-16,FWD_OUTRIGHT,0.6949805333333333,BBG_INTERP,2026-07-29T17:00:00-04:00
2026-07-29,ESU6 Index,2026-09-18,FUTURE_PX,7351.25,BBG_BDH,2026-07-29T17:00:00-04:00
2026-07-29,EURSEK,2026-07-29,SPOT,11.0634,BBG_BFXFORWARD,2026-07-29T17:00:00-04:00
2026-07-29,EURUSD,2026-07-29,SPOT,1.1467,BBG_BFXFORWARD,2026-07-29T17:00:00-04:00
2026-07-29,EURUSD,2026-09-16,FWD_OUTRIGHT,1.1488719333333335,BBG_INTERP,2026-07-29T17:00:00-04:00
2026-07-29,GBPUSD,2026-07-29,SPOT,1.337,BBG_BFXFORWARD,2026-07-29T17:00:00-04:00
2026-07-29,GBPUSD,2026-09-16,FWD_OUTRIGHT,1.3369396,BBG_INTERP,2026-07-29T17:00:00-04:00
2026-07-29,USDBRL,2026-07-29,SPOT,5.1186,BBG_BFXFORWARD,2026-07-29T17:00:00-04:00
2026-07-29,USDCAD,2026-07-29,SPOT,1.4047,BBG_BFXFORWARD,2026-07-29T17:00:00-04:00
2026-07-29,USDCHF,2026-07-29,SPOT,0.8137,BBG_BFXFORWARD,2026-07-29T17:00:00-04:00
2026-07-29,USDCHF,2026-09-16,FWD_OUTRIGHT,0.8095553333333333,BBG_INTERP,2026-07-29T17:00:00-04:00
2026-07-29,USDHKD,2026-07-29,SPOT,7.8423,BBG_BFXFORWARD,2026-07-29T17:00:00-04:00
2026-07-29,USDIDR,2026-07-29,SPOT,18055.0,BBG_BFXFORWARD,2026-07-29T17:00:00-04:00
2026-07-29,USDJPY,2026-07-29,SPOT,163.41,BBG_BFXFORWARD,2026-07-29T17:00:00-04:00
2026-07-29,USDJPY,2026-09-16,FWD_OUTRIGHT,162.80021333333332,BBG_INTERP,2026-07-29T17:00:00-04:00
2026-07-29,USDKRW,2026-07-29,SPOT,1443.5,BBG_BFXFORWARD,2026-07-29T17:00:00-04:00
2026-07-29,USDKRW,2026-09-16,FWD_OUTRIGHT,1442.4733333333334,BBG_INTERP,2026-07-29T17:00:00-04:00
2026-07-29,USDMXN,2026-07-29,SPOT,17.4393,BBG_BFXFORWARD,2026-07-29T17:00:00-04:00
2026-07-29,USDNOK,2026-07-29,SPOT,9.5902,BBG_BFXFORWARD,2026-07-29T17:00:00-04:00
2026-07-29,USDNOK,2026-09-16,FWD_OUTRIGHT,9.596886399999999,BBG_INTERP,2026-07-29T17:00:00-04:00
2026-07-29,USDSEK,2026-07-29,SPOT,9.6473,BBG_BFXFORWARD,2026-07-29T17:00:00-04:00
2026-07-29,USDSEK,2026-09-16,FWD_OUTRIGHT,9.623205666666665,BBG_INTERP,2026-07-29T17:00:00-04:00
2026-07-29,USDSGD,2026-07-29,SPOT,1.2892,BBG_BFXFORWARD,2026-07-29T17:00:00-04:00
2026-07-29,USDSGD,2026-09-16,FWD_OUTRIGHT,1.2849948666666666,BBG_INTERP,2026-07-29T17:00:00-04:00
2026-07-29,USDTRY,2026-07-29,SPOT,47.3857,BBG_BFXFORWARD,2026-07-29T17:00:00-04:00
2026-07-29,USDTWD,2026-07-29,SPOT,32.375,BBG_BFXFORWARD,2026-07-29T17:00:00-04:00
2026-07-29,USDZAR,2026-07-29,SPOT,16.6653,BBG_BFXFORWARD,2026-07-29T17:00:00-04:00
2026-07-29,USDZAR,2026-09-16,FWD_OUTRIGHT,16.726326666666665,BBG_INTERP,2026-07-29T17:00:00-04:00
2026-07-29,XAUUSD,2026-07-29,SPOT,4067.56,BBG_BFXFORWARD,2026-07-29T17:00:00-04:00
2026-07-30,AUDUSD,2026-07-30,SPOT,0.7027,BBG_BFXFORWARD,2026-07-30T17:00:00-04:00
2026-07-30,AUDUSD,2026-09-16,FWD_OUTRIGHT,0.70215628125,BBG_INTERP,2026-07-30T17:00:00-04:00
2026-07-30,ESU6 Index,2026-09-18,FUTURE_PX,7472.5,BBG_BDH,2026-07-30T17:00:00-04:00
2026-07-30,EURSEK,2026-07-30,SPOT,10.9886,BBG_BFXFORWARD,2026-07-30T17:00:00-04:00
2026-07-30,EURUSD,2026-07-30,SPOT,1.1528,BBG_BFXFORWARD,2026-07-30T17:00:00-04:00
2026-07-30,EURUSD,2026-09-16,FWD_OUTRIGHT,1.15481415625,BBG_INTERP,2026-07-30T17:00:00-04:00
2026-07-30,GBPUSD,2026-07-30,SPOT,1.3466,BBG_BFXFORWARD,2026-07-30T17:00:00-04:00
2026-07-30,GBPUSD,2026-09-16,FWD_OUTRIGHT,1.3465578437499999,BBG_INTERP,2026-07-30T17:00:00-04:00
2026-07-30,USDBRL,2026-07-30,SPOT,5.0583,BBG_BFXFORWARD,2026-07-30T17:00:00-04:00
2026-07-30,USDCAD,2026-07-30,SPOT,1.4012,BBG_BFXFORWARD,2026-07-30T17:00:00-04:00
2026-07-30,USDCHF,2026-07-30,SPOT,0.8051,BBG_BFXFORWARD,2026-07-30T17:00:00-04:00
2026-07-30,USDCHF,2026-09-16,FWD_OUTRIGHT,0.80126971875,BBG_INTERP,2026-07-30T17:00:00-04:00
2026-07-30,USDHKD,2026-07-30,SPOT,7.8431,BBG_BFXFORWARD,2026-07-30T17:00:00-04:00
2026-07-30,USDIDR,2026-07-30,SPOT,18085.0,BBG_BFXFORWARD,2026-07-30T17:00:00-04:00
2026-07-30,USDJPY,2026-07-30,SPOT,159.53,BBG_BFXFORWARD,2026-07-30T17:00:00-04:00
2026-07-30,USDJPY,2026-09-16,FWD_OUTRIGHT,158.98248750000002,BBG_INTERP,2026-07-30T17:00:00-04:00
2026-07-30,USDKRW,2026-07-30,SPOT,1423.0,BBG_BFXFORWARD,2026-07-30T17:00:00-04:00
2026-07-30,USDKRW,2026-09-16,FWD_OUTRIGHT,1421.9746875,BBG_INTERP,2026-07-30T17:00:00-04:00
2026-07-30,USDMXN,2026-07-30,SPOT,17.3428,BBG_BFXFORWARD,2026-07-30T17:00:00-04:00
2026-07-30,USDMXN,2026-09-17,FWD_OUTRIGHT,17.408433875,BBG_INTERP,2026-07-30T17:00:00-04:00
