as_of_date,instrument_id,settle_date,mark_type,value,source,snapped_at
2026-09-18,USDCAD,2027-03-22,FWD_OUTRIGHT,1.3864,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDCAD,2027-06-21,FWD_OUTRIGHT,1.3819,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDCAD,2027-06-22,FWD_OUTRIGHT,1.381,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDCAD,2027-09-21,FWD_OUTRIGHT,1.3768,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDCAD,2027-09-22,FWD_OUTRIGHT,1.3757,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDCAD,2027-12-21,FWD_OUTRIGHT,1.3721,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDCAD,2027-12-22,FWD_OUTRIGHT,1.3711,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDCAD,2028-03-21,FWD_OUTRIGHT,1.3678,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDCAD,2028-03-22,FWD_OUTRIGHT,1.3667,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDCAD,2028-09-21,FWD_OUTRIGHT,1.36,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDCAD,2028-09-22,FWD_OUTRIGHT,1.3587,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDCAD,2029-09-21,FWD_OUTRIGHT,1.3451,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDCAD,2029-09-24,FWD_OUTRIGHT,1.3445,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDCAD,2030-09-23,FWD_OUTRIGHT,1.3315,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDCAD,2031-09-22,FWD_OUTRIGHT,1.3197,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDCHF,2026-09-18,FWD_OUTRIGHT,0.8224,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDCHF,2026-09-18,SPOT,0.8224,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDCHF,2026-09-21,FWD_OUTRIGHT,0.8249,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDCHF,2026-09-21,FWD_OUTRIGHT,0.8226249999999999,BBG_INTERP,2026-09-19T10:31:12+08:00
2026-09-18,USDCHF,2026-09-22,FWD_OUTRIGHT,0.8227,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDCHF,2026-09-23,FWD_OUTRIGHT,0.8224,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDCHF,2026-09-24,FWD_OUTRIGHT,0.8223,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDCHF,2026-09-29,FWD_OUTRIGHT,0.8238,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDCHF,2026-09-30,FWD_OUTRIGHT,0.8217,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDCHF,2026-10-19,FWD_OUTRIGHT,0.819869625,BBG_INTERP,2026-09-18T17:00:00-04:00
2026-09-18,USDCHF,2026-10-22,FWD_OUTRIGHT,0.8217,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDCHF,2026-10-23,FWD_OUTRIGHT,0.8195,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDCHF,2026-11-23,FWD_OUTRIGHT,0.8165,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDCHF,2026-12-22,FWD_OUTRIGHT,0.8158,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDCHF,2026-12-23,FWD_OUTRIGHT,0.8137,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDCHF,2027-01-22,FWD_OUTRIGHT,0.8126,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDCHF,2027-01-25,FWD_OUTRIGHT,0.8105,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDCHF,2027-02-22,FWD_OUTRIGHT,0.8095,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDCHF,2027-02-23,FWD_OUTRIGHT,0.8074,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDCHF,2027-03-22,FWD_OUTRIGHT,0.8067,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDCHF,2027-03-23,FWD_OUTRIGHT,0.8047,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDCHF,2027-06-22,FWD_OUTRIGHT,0.7977,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDCHF,2027-06-23,FWD_OUTRIGHT,0.7956,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDCHF,2027-09-22,FWD_OUTRIGHT,0.7889,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDCHF,2027-09-23,FWD_OUTRIGHT,0.7868,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDCHF,2027-12-22,FWD_OUTRIGHT,0.7805,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDCHF,2027-12-23,FWD_OUTRIGHT,0.7784,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDCHF,2028-03-22,FWD_OUTRIGHT,0.7724,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDCHF,2028-03-23,FWD_OUTRIGHT,0.7702,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDCHF,2028-09-22,FWD_OUTRIGHT,0.7569,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDCHF,2028-09-25,FWD_OUTRIGHT,0.7546,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDCHF,2029-09-24,FWD_OUTRIGHT,0.7251,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDCHF,2030-09-23,FWD_OUTRIGHT,0.698,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDCHF,2031-09-22,FWD_OUTRIGHT,0.6749,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDCHF,2031-09-23,FWD_OUTRIGHT,0.6724,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDHKD,2026-09-18,SPOT,7.8449,BBG_BFXFORWARD,2026-09-18T17:00:00-04:00
2026-09-18,USDIDR,2026-09-18,SPOT,17742.0,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDIDR,2026-09-21,FWD_OUTRIGHT,17741.5,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDIDR,2026-09-21,FWD_OUTRIGHT,17741.625,BBG_INTERP,2026-09-19T10:31:12+08:00
2026-09-18,USDIDR,2026-09-22,FWD_OUTRIGHT,17741.5,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDIDR,2026-09-23,FWD_OUTRIGHT,17741.5,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDIDR,2026-09-24,FWD_OUTRIGHT,17742.769,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDIDR,2026-09-24,FWD_OUTRIGHT,17744.0375,BBG_INTERP,2026-09-18T16:24:23+08:00
2026-09-18,USDIDR,2026-09-29,FWD_OUTRIGHT,17750.38,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDIDR,2026-09-30,FWD_OUTRIGHT,17750.38,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDIDR,2026-10-22,FWD_OUTRIGHT,17769.25,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDIDR,2026-10-23,FWD_OUTRIGHT,17769.25,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDIDR,2026-11-23,FWD_OUTRIGHT,17797.5,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDIDR,2026-12-22,FWD_OUTRIGHT,17823.5,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDIDR,2026-12-23,FWD_OUTRIGHT,17823.5,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDIDR,2027-01-22,FWD_OUTRIGHT,17850.797,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDIDR,2027-01-25,FWD_OUTRIGHT,17852.558,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDIDR,2027-02-22,FWD_OUTRIGHT,17878.094,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDIDR,2027-02-23,FWD_OUTRIGHT,17878.094,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDIDR,2027-03-22,FWD_OUTRIGHT,17902.75,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDIDR,2027-03-23,FWD_OUTRIGHT,17902.75,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDIDR,2027-06-22,FWD_OUTRIGHT,17967.75,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDIDR,2027-06-23,FWD_OUTRIGHT,17967.75,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDIDR,2027-09-22,FWD_OUTRIGHT,18032.75,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDIDR,2027-09-23,FWD_OUTRIGHT,18032.75,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDJPY,2026-09-18,FWD_OUTRIGHT,156.88,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDJPY,2026-09-18,SPOT,156.88,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDJPY,2026-09-24,FWD_OUTRIGHT,156.9889,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDJPY,2026-09-25,FWD_OUTRIGHT,156.8974,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDJPY,2026-09-28,FWD_OUTRIGHT,156.8478,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDJPY,2026-10-02,FWD_OUTRIGHT,156.7945,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDJPY,2026-10-26,FWD_OUTRIGHT,156.501,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDJPY,2026-11-19,FWD_OUTRIGHT,156.19595999999999,BBG_INTERP,2026-09-19T10:31:12+08:00
2026-09-18,USDJPY,2026-11-25,FWD_OUTRIGHT,156.1197,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDJPY,2026-12-28,FWD_OUTRIGHT,155.6892,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDJPY,2027-01-25,FWD_OUTRIGHT,155.305,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDJPY,2027-02-25,FWD_OUTRIGHT,154.908,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDJPY,2027-03-01,FWD_OUTRIGHT,154.85635714285712,BBG_INTERP,2026-09-19T10:31:12+08:00
2026-09-18,USDJPY,2027-03-03,FWD_OUTRIGHT,154.8305357142857,BBG_INTERP,2026-09-19T10:31:12+08:00
2026-09-18,USDJPY,2027-03-25,FWD_OUTRIGHT,154.5465,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDJPY,2027-06-25,FWD_OUTRIGHT,153.3364,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDJPY,2027-09-27,FWD_OUTRIGHT,152.134,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDJPY,2027-12-27,FWD_OUTRIGHT,151.011,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDJPY,2028-03-27,FWD_OUTRIGHT,149.9323,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDJPY,2028-09-25,FWD_OUTRIGHT,147.9425,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDJPY,2029-09-25,FWD_OUTRIGHT,144.3534,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDJPY,2030-09-25,FWD_OUTRIGHT,141.296,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDJPY,2031-09-25,FWD_OUTRIGHT,138.5051,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDKRW,2026-09-18,SPOT,1386.85,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDKRW,2026-09-21,FWD_OUTRIGHT,1384.1,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDKRW,2026-09-21,FWD_OUTRIGHT,1386.85,BBG_INTERP,2026-09-19T10:31:12+08:00
2026-09-18,USDKRW,2026-09-22,FWD_OUTRIGHT,1386.85,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDKRW,2026-09-23,FWD_OUTRIGHT,1386.85,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDKRW,2026-09-28,FWD_OUTRIGHT,1386.767,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDKRW,2026-09-28,FWD_OUTRIGHT,1383.9996666666666,BBG_INTERP,2026-09-18T16:24:23+08:00
2026-09-18,USDKRW,2026-09-29,FWD_OUTRIGHT,1383.983,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDKRW,2026-09-30,FWD_OUTRIGHT,1386.733,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDKRW,2026-10-13,FWD_OUTRIGHT,1386.5165217391304,BBG_INTERP,2026-09-19T10:31:12+08:00
2026-09-18,USDKRW,2026-10-22,FWD_OUTRIGHT,1383.6,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDKRW,2026-10-23,FWD_OUTRIGHT,1386.35,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDKRW,2026-11-23,FWD_OUTRIGHT,1385.525,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDKRW,2026-12-22,FWD_OUTRIGHT,1381.4,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDKRW,2026-12-23,FWD_OUTRIGHT,1384.15,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDKRW,2027-01-22,FWD_OUTRIGHT,1380.47,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDKRW,2027-01-25,FWD_OUTRIGHT,1383.16,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDKRW,2027-02-22,FWD_OUTRIGHT,1379.54,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDKRW,2027-02-23,FWD_OUTRIGHT,1382.29,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDKRW,2027-03-22,FWD_OUTRIGHT,1378.7,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDKRW,2027-03-23,FWD_OUTRIGHT,1381.45,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDKRW,2027-06-22,FWD_OUTRIGHT,1374.4,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDKRW,2027-06-23,FWD_OUTRIGHT,1377.15,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDKRW,2027-09-22,FWD_OUTRIGHT,1370.1,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDKRW,2027-09-23,FWD_OUTRIGHT,1372.85,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDMXN,2026-09-18,FWD_OUTRIGHT,17.2301,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDMXN,2026-09-18,SPOT,17.2301,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDMXN,2026-09-21,FWD_OUTRIGHT,17.143,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDMXN,2026-09-21,FWD_OUTRIGHT,17.226275,BBG_INTERP,2026-09-19T10:31:12+08:00
2026-09-18,USDMXN,2026-09-22,FWD_OUTRIGHT,17.225,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDMXN,2026-09-23,FWD_OUTRIGHT,17.2288,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDMXN,2026-09-24,FWD_OUTRIGHT,17.2314,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDMXN,2026-09-29,FWD_OUTRIGHT,17.1577,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDMXN,2026-09-30,FWD_OUTRIGHT,17.2396,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDMXN,2026-10-22,FWD_OUTRIGHT,17.1883,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDMXN,2026-10-23,FWD_OUTRIGHT,17.2702,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDMXN,2026-11-23,FWD_OUTRIGHT,17.3128,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDMXN,2026-12-22,FWD_OUTRIGHT,17.2685,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDMXN,2026-12-23,FWD_OUTRIGHT,17.3506,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDMXN,2027-01-22,FWD_OUTRIGHT,17.3086,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDMXN,2027-01-25,FWD_OUTRIGHT,17.3896,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDMXN,2027-02-22,FWD_OUTRIGHT,17.3476,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDMXN,2027-02-23,FWD_OUTRIGHT,17.429,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDMXN,2027-03-22,FWD_OUTRIGHT,17.3833,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDMXN,2027-03-23,FWD_OUTRIGHT,17.4648,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDMXN,2027-06-22,FWD_OUTRIGHT,17.4996,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDMXN,2027-06-23,FWD_OUTRIGHT,17.5831,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDMXN,2027-09-22,FWD_OUTRIGHT,17.626,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDMXN,2027-09-23,FWD_OUTRIGHT,17.7071,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDMXN,2027-12-22,FWD_OUTRIGHT,17.7803,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDMXN,2027-12-23,FWD_OUTRIGHT,17.852,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDMXN,2028-03-22,FWD_OUTRIGHT,17.9347,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDMXN,2028-03-23,FWD_OUTRIGHT,17.9968,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDMXN,2028-09-22,FWD_OUTRIGHT,18.2558,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDMXN,2028-09-25,FWD_OUTRIGHT,18.3361,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDMXN,2029-09-24,FWD_OUTRIGHT,19.1074,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDMXN,2030-09-23,FWD_OUTRIGHT,19.9811,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDMXN,2031-09-22,FWD_OUTRIGHT,21.0035,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDMXN,2031-09-23,FWD_OUTRIGHT,20.9151,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDNOK,2026-09-18,FWD_OUTRIGHT,9.4086,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDNOK,2026-09-18,SPOT,9.4086,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDNOK,2026-09-21,FWD_OUTRIGHT,9.4347,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDNOK,2026-09-21,FWD_OUTRIGHT,9.4083,BBG_INTERP,2026-09-19T10:31:12+08:00
2026-09-18,USDNOK,2026-09-22,FWD_OUTRIGHT,9.4082,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDNOK,2026-09-23,FWD_OUTRIGHT,9.4085,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDNOK,2026-09-24,FWD_OUTRIGHT,9.4086,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDNOK,2026-09-29,FWD_OUTRIGHT,9.4356,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDNOK,2026-09-30,FWD_OUTRIGHT,9.4092,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDNOK,2026-10-22,FWD_OUTRIGHT,9.438,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDNOK,2026-10-23,FWD_OUTRIGHT,9.4116,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDNOK,2026-11-23,FWD_OUTRIGHT,9.4144,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDNOK,2026-12-22,FWD_OUTRIGHT,9.4428,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDNOK,2026-12-23,FWD_OUTRIGHT,9.4165,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDNOK,2027-01-22,FWD_OUTRIGHT,9.444,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDNOK,2027-01-25,FWD_OUTRIGHT,9.4178,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDNOK,2027-02-22,FWD_OUTRIGHT,9.4458,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDNOK,2027-02-23,FWD_OUTRIGHT,9.4197,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDNOK,2027-03-22,FWD_OUTRIGHT,9.4472,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDNOK,2027-03-23,FWD_OUTRIGHT,9.421,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDNOK,2027-06-22,FWD_OUTRIGHT,9.448,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDNOK,2027-06-23,FWD_OUTRIGHT,9.4219,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDNOK,2027-09-22,FWD_OUTRIGHT,9.4463,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDNOK,2027-09-23,FWD_OUTRIGHT,9.4201,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDNOK,2027-12-22,FWD_OUTRIGHT,9.4437,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDNOK,2027-12-23,FWD_OUTRIGHT,9.4171,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDNOK,2028-03-22,FWD_OUTRIGHT,9.4409,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDNOK,2028-03-23,FWD_OUTRIGHT,9.4146,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDNOK,2028-09-22,FWD_OUTRIGHT,9.4348,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDNOK,2028-09-25,FWD_OUTRIGHT,9.4083,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDNOK,2029-09-24,FWD_OUTRIGHT,9.3828,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDNOK,2030-09-23,FWD_OUTRIGHT,9.3428,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDNOK,2031-09-22,FWD_OUTRIGHT,9.3246,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDNOK,2031-09-23,FWD_OUTRIGHT,9.2878,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDSEK,2026-09-18,FWD_OUTRIGHT,9.8304,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDSEK,2026-09-18,SPOT,9.8304,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDSEK,2026-09-21,FWD_OUTRIGHT,9.8159,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDSEK,2026-09-21,FWD_OUTRIGHT,9.8322,BBG_INTERP,2026-09-19T10:31:12+08:00
2026-09-18,USDSEK,2026-09-22,FWD_OUTRIGHT,9.8328,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDSEK,2026-09-23,FWD_OUTRIGHT,9.8309,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDSEK,2026-09-24,FWD_OUTRIGHT,9.8297,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDSEK,2026-09-29,FWD_OUTRIGHT,9.8092,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDSEK,2026-09-30,FWD_OUTRIGHT,9.8261,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDSEK,2026-10-22,FWD_OUTRIGHT,9.7956,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDSEK,2026-10-23,FWD_OUTRIGHT,9.8125,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDSEK,2026-11-23,FWD_OUTRIGHT,9.7935,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDSEK,2026-12-22,FWD_OUTRIGHT,9.7595,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDSEK,2026-12-23,FWD_OUTRIGHT,9.7764,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
2026-09-18,USDSEK,2027-01-22,FWD_OUTRIGHT,9.7398,BBG_BFXFORWARD,2026-09-18T16:24:23+08:00
2026-09-18,USDSEK,2027-01-25,FWD_OUTRIGHT,9.7566,BBG_BFXFORWARD,2026-09-19T10:31:12+08:00
